Dataset,Model,True_Value,Prediction,Residual
EI-reg,Emobloom-7b,0.455,0.438,0.017000000000000015
EI-reg,Emobloom-7b,0.294,0.375,-0.08100000000000002
EI-reg,Emobloom-7b,0.75,0.646,0.10399999999999998
EI-reg,Emobloom-7b,0.75,0.583,0.16700000000000004
EI-reg,Emobloom-7b,0.808,0.625,0.18300000000000005
EI-reg,Emobloom-7b,0.75,0.688,0.062000000000000055
EI-reg,Emobloom-7b,0.625,0.5,0.125
EI-reg,Emobloom-7b,0.516,0.458,0.057999999999999996
EI-reg,Emobloom-7b,0.439,0.5,-0.061
EI-reg,Emobloom-7b,0.288,0.521,-0.23300000000000004
EI-reg,Emobloom-7b,0.344,0.333,0.010999999999999954
EI-reg,Emobloom-7b,0.547,0.646,-0.09899999999999998
EI-reg,Emobloom-7b,0.265,0.333,-0.068
EI-reg,Emobloom-7b,0.672,0.708,-0.03599999999999992
EI-reg,Emobloom-7b,0.712,0.583,0.129
EI-reg,Emobloom-7b,0.71,0.562,0.1479999999999999
EI-reg,Emobloom-7b,0.734,0.688,0.04600000000000004
EI-reg,Emobloom-7b,0.813,0.729,0.08399999999999996
EI-reg,Emobloom-7b,0.712,0.708,0.0040000000000000036
EI-reg,Emobloom-7b,0.5,0.479,0.02100000000000002
EI-reg,Emobloom-7b,0.609,0.562,0.04699999999999993
EI-reg,Emobloom-7b,0.109,0.167,-0.05800000000000001
EI-reg,Emobloom-7b,0.613,0.604,0.009000000000000008
EI-reg,Emobloom-7b,0.125,0.229,-0.10400000000000001
EI-reg,Emobloom-7b,0.667,0.646,0.02100000000000002
EI-reg,Emobloom-7b,0.632,0.625,0.007000000000000006
EI-reg,Emobloom-7b,0.774,0.646,0.128
EI-reg,Emobloom-7b,0.266,0.417,-0.15099999999999997
EI-reg,Emobloom-7b,0.412,0.312,0.09999999999999998
EI-reg,Emobloom-7b,0.813,0.625,0.18799999999999994
EI-reg,Emobloom-7b,0.918,0.729,0.18900000000000006
EI-reg,Emobloom-7b,0.188,0.167,0.02099999999999999
EI-reg,Emobloom-7b,0.313,0.438,-0.125
EI-reg,Emobloom-7b,0.656,0.438,0.21800000000000003
EI-reg,Emobloom-7b,0.194,0.438,-0.244
EI-reg,Emobloom-7b,0.625,0.396,0.22899999999999998
EI-reg,Emobloom-7b,0.516,0.792,-0.276
EI-reg,Emobloom-7b,0.266,0.292,-0.025999999999999968
EI-reg,Emobloom-7b,0.328,0.229,0.099
EI-reg,Emobloom-7b,0.636,0.688,-0.051999999999999935
EI-reg,Emobloom-7b,0.672,0.646,0.026000000000000023
EI-reg,Emobloom-7b,0.545,0.542,0.0030000000000000027
EI-reg,Emobloom-7b,0.641,0.5,0.14100000000000001
EI-reg,Emobloom-7b,0.688,0.625,0.06299999999999994
EI-reg,Emobloom-7b,0.328,0.229,0.099
EI-reg,Emobloom-7b,0.788,0.583,0.20500000000000007
EI-reg,Emobloom-7b,0.625,0.438,0.187
EI-reg,Emobloom-7b,0.422,0.271,0.15099999999999997
EI-reg,Emobloom-7b,0.25,0.396,-0.14600000000000002
EI-reg,Emobloom-7b,0.442,0.438,0.0040000000000000036
EI-reg,Emobloom-7b,0.641,0.5,0.14100000000000001
EI-reg,Emobloom-7b,0.125,0.25,-0.125
EI-reg,Emobloom-7b,0.75,0.4,0.35
EI-reg,Emobloom-7b,0.563,0.542,0.020999999999999908
EI-reg,Emobloom-7b,0.938,0.729,0.20899999999999996
EI-reg,Emobloom-7b,0.212,0.292,-0.07999999999999999
EI-reg,Emobloom-7b,0.625,0.562,0.06299999999999994
EI-reg,Emobloom-7b,0.81,0.521,0.28900000000000003
EI-reg,Emobloom-7b,0.661,0.562,0.09899999999999998
EI-reg,Emobloom-7b,0.375,0.458,-0.08300000000000002
EI-reg,Emobloom-7b,0.516,0.5,0.016000000000000014
EI-reg,Emobloom-7b,0.406,0.479,-0.07299999999999995
EI-reg,Emobloom-7b,0.375,0.312,0.063
EI-reg,Emobloom-7b,0.484,0.417,0.067
EI-reg,Emobloom-7b,0.219,0.312,-0.093
EI-reg,Emobloom-7b,0.328,0.396,-0.068
EI-reg,Emobloom-7b,0.438,0.417,0.02100000000000002
EI-reg,Emobloom-7b,0.439,0.396,0.04299999999999998
EI-reg,Emobloom-7b,0.438,0.438,0.0
EI-reg,Emobloom-7b,0.881,0.667,0.21399999999999997
EI-reg,Emobloom-7b,0.578,0.396,0.18199999999999994
EI-reg,Emobloom-7b,0.274,0.271,0.0030000000000000027
EI-reg,Emobloom-7b,0.53,0.5,0.030000000000000027
EI-reg,Emobloom-7b,0.656,0.583,0.07300000000000006
EI-reg,Emobloom-7b,0.662,0.583,0.07900000000000007
EI-reg,Emobloom-7b,0.652,0.438,0.21400000000000002
EI-reg,Emobloom-7b,0.424,0.479,-0.05499999999999999
EI-reg,Emobloom-7b,0.394,0.312,0.08200000000000002
EI-reg,Emobloom-7b,0.5,0.583,-0.08299999999999996
EI-reg,Emobloom-7b,0.375,0.312,0.063
EI-reg,Emobloom-7b,0.364,0.146,0.218
EI-reg,Emobloom-7b,0.452,0.271,0.181
EI-reg,Emobloom-7b,0.328,0.396,-0.068
EI-reg,Emobloom-7b,0.469,0.458,0.010999999999999954
EI-reg,Emobloom-7b,0.547,0.521,0.026000000000000023
EI-reg,Emobloom-7b,0.766,0.583,0.18300000000000005
EI-reg,Emobloom-7b,0.455,0.521,-0.066
EI-reg,Emobloom-7b,0.05,0.125,-0.075
EI-reg,Emobloom-7b,0.758,0.521,0.237
EI-reg,Emobloom-7b,0.532,0.583,-0.050999999999999934
EI-reg,Emobloom-7b,0.621,0.604,0.017000000000000015
EI-reg,Emobloom-7b,0.136,0.312,-0.176
EI-reg,Emobloom-7b,0.597,0.604,-0.007000000000000006
EI-reg,Emobloom-7b,0.719,0.646,0.07299999999999995
EI-reg,Emobloom-7b,0.578,0.396,0.18199999999999994
EI-reg,Emobloom-7b,0.953,0.646,0.30699999999999994
EI-reg,Emobloom-7b,0.53,0.438,0.09200000000000003
EI-reg,Emobloom-7b,0.719,0.75,-0.031000000000000028
EI-reg,Emobloom-7b,0.576,0.438,0.13799999999999996
EI-reg,Emobloom-7b,0.359,0.438,-0.07900000000000001
EI-reg,Emobloom-7b,0.455,0.438,0.017000000000000015
EI-reg,Emobloom-7b,0.55,0.417,0.13300000000000006
EI-reg,Emobloom-7b,0.406,0.417,-0.010999999999999954
EI-reg,Emobloom-7b,0.5,0.583,-0.08299999999999996
EI-reg,Emobloom-7b,0.578,0.583,-0.0050000000000000044
EI-reg,Emobloom-7b,0.227,0.167,0.06
EI-reg,Emobloom-7b,0.422,0.354,0.068
EI-reg,Emobloom-7b,0.828,0.729,0.09899999999999998
EI-reg,Emobloom-7b,0.516,0.396,0.12
EI-reg,Emobloom-7b,0.172,0.208,-0.036000000000000004
EI-reg,Emobloom-7b,0.406,0.458,-0.05199999999999999
EI-reg,Emobloom-7b,0.844,0.521,0.32299999999999995
EI-reg,Emobloom-7b,0.859,0.708,0.15100000000000002
EI-reg,Emobloom-7b,0.453,0.479,-0.025999999999999968
EI-reg,Emobloom-7b,0.812,0.625,0.18700000000000006
EI-reg,Emobloom-7b,0.813,0.604,0.20899999999999996
EI-reg,Emobloom-7b,0.359,0.5,-0.14100000000000001
EI-reg,Emobloom-7b,0.453,0.438,0.015000000000000013
EI-reg,Emobloom-7b,0.859,0.708,0.15100000000000002
EI-reg,Emobloom-7b,0.25,0.375,-0.125
EI-reg,Emobloom-7b,0.606,0.458,0.14799999999999996
EI-reg,Emobloom-7b,0.563,0.5,0.06299999999999994
EI-reg,Emobloom-7b,0.453,0.562,-0.10900000000000004
EI-reg,Emobloom-7b,0.672,0.625,0.04700000000000004
EI-reg,Emobloom-7b,0.578,0.375,0.20299999999999996
EI-reg,Emobloom-7b,0.662,0.604,0.05800000000000005
EI-reg,Emobloom-7b,0.422,0.396,0.025999999999999968
EI-reg,Emobloom-7b,0.383,0.479,-0.09599999999999997
EI-reg,Emobloom-7b,0.516,0.458,0.057999999999999996
EI-reg,Emobloom-7b,0.576,0.479,0.09699999999999998
EI-reg,Emobloom-7b,0.5,0.417,0.08300000000000002
EI-reg,Emobloom-7b,0.625,0.375,0.25
EI-reg,Emobloom-7b,0.801,0.583,0.21800000000000008
EI-reg,Emobloom-7b,0.281,0.292,-0.010999999999999954
EI-reg,Emobloom-7b,0.141,0.231,-0.09000000000000002
EI-reg,Emobloom-7b,0.516,0.354,0.16200000000000003
EI-reg,Emobloom-7b,0.609,0.479,0.13
EI-reg,Emobloom-7b,0.578,0.542,0.03599999999999992
EI-reg,Emobloom-7b,0.906,0.771,0.135
EI-reg,Emobloom-7b,0.234,0.271,-0.037000000000000005
EI-reg,Emobloom-7b,0.633,0.625,0.008000000000000007
EI-reg,Emobloom-7b,0.297,0.438,-0.14100000000000001
EI-reg,Emobloom-7b,0.328,0.375,-0.046999999999999986
EI-reg,Emobloom-7b,0.576,0.417,0.15899999999999997
EI-reg,Emobloom-7b,0.803,0.688,0.1150000000000001
EI-reg,Emobloom-7b,0.75,0.438,0.312
EI-reg,Emobloom-7b,0.656,0.458,0.198
EI-reg,Emobloom-7b,0.281,0.423,-0.14199999999999996
EI-reg,Emobloom-7b,0.47,0.479,-0.009000000000000008
EI-reg,Emobloom-7b,0.375,0.417,-0.04199999999999998
EI-reg,Emobloom-7b,0.441,0.417,0.02400000000000002
EI-reg,Emobloom-7b,0.703,0.479,0.22399999999999998
EI-reg,Emobloom-7b,0.563,0.646,-0.08300000000000007
EI-reg,Emobloom-7b,0.531,0.396,0.135
EI-reg,Emobloom-7b,0.561,0.583,-0.02199999999999991
EI-reg,Emobloom-7b,0.364,0.479,-0.11499999999999999
EI-reg,Emobloom-7b,0.625,0.438,0.187
EI-reg,Emobloom-7b,0.412,0.396,0.01599999999999996
EI-reg,Emobloom-7b,0.563,0.438,0.12499999999999994
EI-reg,Emobloom-7b,0.391,0.333,0.057999999999999996
EI-reg,Emobloom-7b,0.637,0.742,-0.10499999999999998
EI-reg,Emobloom-7b,0.547,0.479,0.06800000000000006
EI-reg,Emobloom-7b,0.641,0.521,0.12
EI-reg,Emobloom-7b,0.656,0.458,0.198
EI-reg,Emobloom-7b,0.21,0.333,-0.12300000000000003
EI-reg,Emobloom-7b,0.452,0.417,0.03500000000000003
EI-reg,Emobloom-7b,0.875,0.833,0.04200000000000004
EI-reg,Emobloom-7b,0.313,0.5,-0.187
EI-reg,Emobloom-7b,0.422,0.479,-0.056999999999999995
EI-reg,Emobloom-7b,0.758,0.646,0.11199999999999999
EI-reg,Emobloom-7b,0.371,0.396,-0.025000000000000022
EI-reg,Emobloom-7b,0.391,0.438,-0.046999999999999986
EI-reg,Emobloom-7b,0.344,0.417,-0.07300000000000001
EI-reg,Emobloom-7b,0.303,0.34,-0.03700000000000003
EI-reg,Emobloom-7b,0.667,0.729,-0.061999999999999944
EI-reg,Emobloom-7b,0.469,0.375,0.09399999999999997
EI-reg,Emobloom-7b,0.303,0.375,-0.07200000000000001
EI-reg,Emobloom-7b,0.258,0.312,-0.05399999999999999
EI-reg,Emobloom-7b,0.375,0.375,0.0
EI-reg,Emobloom-7b,0.625,0.479,0.14600000000000002
EI-reg,Emobloom-7b,0.547,0.479,0.06800000000000006
EI-reg,Emobloom-7b,0.344,0.417,-0.07300000000000001
EI-reg,Emobloom-7b,0.45,0.438,0.01200000000000001
EI-reg,Emobloom-7b,0.266,0.271,-0.0050000000000000044
EI-reg,Emobloom-7b,0.682,0.417,0.26500000000000007
EI-reg,Emobloom-7b,0.141,0.375,-0.234
EI-reg,Emobloom-7b,0.712,0.604,0.10799999999999998
EI-reg,Emobloom-7b,0.621,0.583,0.038000000000000034
EI-reg,Emobloom-7b,0.348,0.333,0.014999999999999958
EI-reg,Emobloom-7b,0.156,0.375,-0.219
EI-reg,Emobloom-7b,0.281,0.458,-0.177
EI-reg,Emobloom-7b,0.859,0.688,0.17100000000000004
EI-reg,Emobloom-7b,0.578,0.646,-0.06800000000000006
EI-reg,Emobloom-7b,0.609,0.479,0.13
EI-reg,Emobloom-7b,0.563,0.333,0.22999999999999993
EI-reg,Emobloom-7b,0.422,0.458,-0.03600000000000003
EI-reg,Emobloom-7b,0.578,0.521,0.05699999999999994
EI-reg,Emobloom-7b,0.797,0.729,0.06800000000000006
EI-reg,Emobloom-7b,0.439,0.417,0.02200000000000002
EI-reg,Emobloom-7b,0.375,0.438,-0.063
EI-reg,Emobloom-7b,0.379,0.479,-0.09999999999999998
EI-reg,Emobloom-7b,0.215,0.25,-0.035
EI-reg,Emobloom-7b,0.547,0.521,0.026000000000000023
EI-reg,Emobloom-7b,0.538,0.271,0.267
EI-reg,Emobloom-7b,0.609,0.417,0.192
EI-reg,Emobloom-7b,0.781,0.771,0.010000000000000009
EI-reg,Emobloom-7b,0.844,0.688,0.15600000000000003
EI-reg,Emobloom-7b,0.939,0.75,0.18899999999999995
EI-reg,Emobloom-7b,0.594,0.458,0.13599999999999995
EI-reg,Emobloom-7b,0.641,0.479,0.16200000000000003
EI-reg,Emobloom-7b,0.703,0.604,0.09899999999999998
EI-reg,Emobloom-7b,0.813,0.583,0.22999999999999998
EI-reg,Emobloom-7b,0.656,0.479,0.17700000000000005
EI-reg,Emobloom-7b,0.375,0.458,-0.08300000000000002
EI-reg,Emobloom-7b,0.719,0.729,-0.010000000000000009
EI-reg,Emobloom-7b,0.274,0.271,0.0030000000000000027
EI-reg,Emobloom-7b,0.25,0.312,-0.062
EI-reg,Emobloom-7b,0.455,0.5,-0.044999999999999984
EI-reg,Emobloom-7b,0.594,0.688,-0.09399999999999997
EI-reg,Emobloom-7b,0.766,0.646,0.12
EI-reg,Emobloom-7b,0.328,0.438,-0.10999999999999999
EI-reg,Emobloom-7b,0.656,0.583,0.07300000000000006
EI-reg,Emobloom-7b,0.266,0.417,-0.15099999999999997
EI-reg,Emobloom-7b,0.531,0.417,0.11400000000000005
EI-reg,Emobloom-7b,0.132,0.312,-0.18
EI-reg,Emobloom-7b,0.333,0.417,-0.08399999999999996
EI-reg,Emobloom-7b,0.311,0.396,-0.08500000000000002
EI-reg,Emobloom-7b,0.234,0.271,-0.037000000000000005
EI-reg,Emobloom-7b,0.28,0.292,-0.011999999999999955
EI-reg,Emobloom-7b,0.531,0.438,0.09300000000000003
EI-reg,Emobloom-7b,0.433,0.396,0.03699999999999998
EI-reg,Emobloom-7b,0.359,0.417,-0.057999999999999996
EI-reg,Emobloom-7b,0.468,0.438,0.030000000000000027
EI-reg,Emobloom-7b,0.734,0.583,0.15100000000000002
EI-reg,Emobloom-7b,0.514,0.479,0.03500000000000003
EI-reg,Emobloom-7b,0.563,0.646,-0.08300000000000007
EI-reg,Emobloom-7b,0.333,0.417,-0.08399999999999996
EI-reg,Emobloom-7b,0.75,0.583,0.16700000000000004
EI-reg,Emobloom-7b,0.344,0.438,-0.09400000000000003
EI-reg,Emobloom-7b,0.625,0.604,0.02100000000000002
EI-reg,Emobloom-7b,0.547,0.646,-0.09899999999999998
EI-reg,Emobloom-7b,0.313,0.396,-0.08300000000000002
EI-reg,Emobloom-7b,0.547,0.417,0.13000000000000006
EI-reg,Emobloom-7b,0.547,0.521,0.026000000000000023
EI-reg,Emobloom-7b,0.172,0.188,-0.016000000000000014
EI-reg,Emobloom-7b,0.625,0.5,0.125
EI-reg,Emobloom-7b,0.578,0.542,0.03599999999999992
EI-reg,Emobloom-7b,0.864,0.833,0.031000000000000028
EI-reg,Emobloom-7b,0.859,0.812,0.04699999999999993
EI-reg,Emobloom-7b,0.75,0.583,0.16700000000000004
EI-reg,Emobloom-7b,0.328,0.458,-0.13
EI-reg,Emobloom-7b,0.609,0.604,0.0050000000000000044
EI-reg,Emobloom-7b,0.656,0.688,-0.03199999999999992
EI-reg,Emobloom-7b,0.613,0.521,0.09199999999999997
EI-reg,Emobloom-7b,0.47,0.375,0.09499999999999997
EI-reg,Emobloom-7b,0.727,0.5,0.22699999999999998
EI-reg,Emobloom-7b,0.47,0.5,-0.030000000000000027
EI-reg,Emobloom-7b,0.581,0.708,-0.127
EI-reg,Emobloom-7b,0.578,0.542,0.03599999999999992
EI-reg,Emobloom-7b,0.719,0.521,0.19799999999999995
EI-reg,Emobloom-7b,0.344,0.458,-0.11400000000000005
EI-reg,Emobloom-7b,0.5,0.438,0.062
EI-reg,Emobloom-7b,0.561,0.396,0.16500000000000004
EI-reg,Emobloom-7b,0.118,0.125,-0.007000000000000006
EI-reg,Emobloom-7b,0.344,0.417,-0.07300000000000001
EI-reg,Emobloom-7b,0.371,0.417,-0.045999999999999985
EI-reg,Emobloom-7b,0.672,0.5,0.17200000000000004
EI-reg,Emobloom-7b,0.344,0.375,-0.031000000000000028
EI-reg,Emobloom-7b,0.719,0.646,0.07299999999999995
EI-reg,Emobloom-7b,0.344,0.333,0.010999999999999954
EI-reg,Emobloom-7b,0.5,0.438,0.062
EI-reg,Emobloom-7b,0.344,0.479,-0.135
EI-reg,Emobloom-7b,0.529,0.375,0.15400000000000003
EI-reg,Emobloom-7b,0.453,0.417,0.03600000000000003
EI-reg,Emobloom-7b,0.594,0.521,0.07299999999999995
EI-reg,Emobloom-7b,0.455,0.458,-0.0030000000000000027
EI-reg,Emobloom-7b,0.894,0.84,0.05400000000000005
EI-reg,Emobloom-7b,0.438,0.417,0.02100000000000002
EI-reg,Emobloom-7b,0.721,0.792,-0.07100000000000006
EI-reg,Emobloom-7b,0.459,0.339,0.12
EI-reg,Emobloom-7b,0.5,0.5,0.0
EI-reg,Emobloom-7b,0.856,0.625,0.23099999999999998
EI-reg,Emobloom-7b,0.203,0.167,0.036000000000000004
EI-reg,Emobloom-7b,0.703,0.562,0.1409999999999999
EI-reg,Emobloom-7b,0.788,0.625,0.16300000000000003
EI-reg,Emobloom-7b,0.636,0.542,0.09399999999999997
EI-reg,Emobloom-7b,0.606,0.521,0.08499999999999996
EI-reg,Emobloom-7b,0.758,0.75,0.008000000000000007
EI-reg,Emobloom-7b,0.591,0.583,0.008000000000000007
EI-reg,Emobloom-7b,0.266,0.292,-0.025999999999999968
EI-reg,Emobloom-7b,0.367,0.417,-0.04999999999999999
EI-reg,Emobloom-7b,0.391,0.333,0.057999999999999996
EI-reg,Emobloom-7b,0.439,0.438,0.0010000000000000009
EI-reg,Emobloom-7b,0.463,0.521,-0.057999999999999996
EI-reg,Emobloom-7b,0.938,0.688,0.25
EI-reg,Emobloom-7b,0.734,0.5,0.23399999999999999
EI-reg,Emobloom-7b,0.697,0.625,0.07199999999999995
EI-reg,Emobloom-7b,0.188,0.167,0.02099999999999999
EI-reg,Emobloom-7b,0.242,0.354,-0.11199999999999999
EI-reg,Emobloom-7b,0.234,0.292,-0.05799999999999997
EI-reg,Emobloom-7b,0.938,0.831,0.10699999999999998
EI-reg,Emobloom-7b,0.53,0.521,0.009000000000000008
EI-reg,Emobloom-7b,0.417,0.458,-0.041000000000000036
EI-reg,Emobloom-7b,0.172,0.188,-0.016000000000000014
EI-reg,Emobloom-7b,0.438,0.542,-0.10400000000000004
EI-reg,Emobloom-7b,0.734,0.625,0.10899999999999999
EI-reg,Emobloom-7b,0.71,0.521,0.18899999999999995
EI-reg,Emobloom-7b,0.828,0.583,0.245
EI-reg,Emobloom-7b,0.485,0.417,0.068
EI-reg,Emobloom-7b,0.359,0.438,-0.07900000000000001
EI-reg,Emobloom-7b,0.531,0.604,-0.07299999999999995
EI-reg,Emobloom-7b,0.375,0.521,-0.14600000000000002
EI-reg,Emobloom-7b,0.422,0.438,-0.016000000000000014
EI-reg,Emobloom-7b,0.672,0.521,0.15100000000000002
EI-reg,Emobloom-7b,0.609,0.396,0.21299999999999997
EI-reg,Emobloom-7b,0.47,0.479,-0.009000000000000008
EI-reg,Emobloom-7b,0.766,0.667,0.09899999999999998
EI-reg,Emobloom-7b,0.516,0.562,-0.04600000000000004
EI-reg,Emobloom-7b,0.547,0.479,0.06800000000000006
EI-reg,Emobloom-7b,0.453,0.417,0.03600000000000003
EI-reg,Emobloom-7b,0.359,0.312,0.046999999999999986
EI-reg,Emobloom-7b,0.344,0.396,-0.052000000000000046
EI-reg,Emobloom-7b,0.468,0.479,-0.010999999999999954
EI-reg,Emobloom-7b,0.297,0.521,-0.22400000000000003
EI-reg,Emobloom-7b,0.375,0.396,-0.02100000000000002
EI-reg,Emobloom-7b,0.438,0.417,0.02100000000000002
EI-reg,Emobloom-7b,0.461,0.562,-0.10100000000000003
EI-reg,Emobloom-7b,0.578,0.542,0.03599999999999992
EI-reg,Emobloom-7b,0.532,0.396,0.136
EI-reg,Emobloom-7b,0.608,0.479,0.129
EI-reg,Emobloom-7b,0.281,0.292,-0.010999999999999954
EI-reg,Emobloom-7b,0.672,0.5,0.17200000000000004
EI-reg,Emobloom-7b,0.727,0.646,0.08099999999999996
EI-reg,Emobloom-7b,0.452,0.542,-0.09000000000000002
EI-reg,Emobloom-7b,0.516,0.562,-0.04600000000000004
EI-reg,Emobloom-7b,0.547,0.479,0.06800000000000006
EI-reg,Emobloom-7b,0.629,0.646,-0.017000000000000015
EI-reg,Emobloom-7b,0.672,0.646,0.026000000000000023
EI-reg,Emobloom-7b,0.144,0.188,-0.04400000000000001
EI-reg,Emobloom-7b,0.636,0.583,0.05300000000000005
EI-reg,Emobloom-7b,0.156,0.312,-0.156
EI-reg,Emobloom-7b,0.563,0.479,0.08399999999999996
EI-reg,Emobloom-7b,0.453,0.479,-0.025999999999999968
EI-reg,Emobloom-7b,0.919,0.812,0.10699999999999998
EI-reg,Emobloom-7b,0.543,0.521,0.02200000000000002
EI-reg,Emobloom-7b,0.375,0.5,-0.125
EI-reg,Emobloom-7b,0.188,0.333,-0.14500000000000002
EI-reg,Emobloom-7b,0.636,0.479,0.15700000000000003
EI-reg,Emobloom-7b,0.563,0.5,0.06299999999999994
EI-reg,Emobloom-7b,0.452,0.458,-0.006000000000000005
EI-reg,Emobloom-7b,0.401,0.521,-0.12
EI-reg,Emobloom-7b,0.563,0.479,0.08399999999999996
EI-reg,Emobloom-7b,0.8,0.5,0.30000000000000004
EI-reg,Emobloom-7b,0.712,0.604,0.10799999999999998
EI-reg,Emobloom-7b,0.75,0.729,0.02100000000000002
EI-reg,Emobloom-7b,0.859,0.688,0.17100000000000004
EI-reg,Emobloom-7b,0.652,0.688,-0.03599999999999992
EI-reg,Emobloom-7b,0.328,0.396,-0.068
EI-reg,Emobloom-7b,0.906,0.921,-0.015000000000000013
EI-reg,Emobloom-7b,0.806,0.562,0.244
EI-reg,Emobloom-7b,0.809,0.625,0.18400000000000005
EI-reg,Emobloom-7b,0.561,0.542,0.019000000000000017
EI-reg,Emobloom-7b,0.672,0.646,0.026000000000000023
EI-reg,Emobloom-7b,0.694,0.667,0.026999999999999913
EI-reg,Emobloom-7b,0.833,0.583,0.25
EI-reg,Emobloom-7b,0.797,0.646,0.15100000000000002
EI-reg,Emobloom-7b,0.797,0.75,0.04700000000000004
EI-reg,Emobloom-7b,0.53,0.417,0.11300000000000004
EI-reg,Emobloom-7b,0.129,0.271,-0.14200000000000002
EI-reg,Emobloom-7b,0.21,0.438,-0.228
EI-reg,Emobloom-7b,0.364,0.375,-0.01100000000000001
EI-reg,Emobloom-7b,0.25,0.479,-0.22899999999999998
EI-reg,Emobloom-7b,0.5,0.521,-0.02100000000000002
EI-reg,Emobloom-7b,0.156,0.312,-0.156
EI-reg,Emobloom-7b,0.703,0.521,0.18199999999999994
EI-reg,Emobloom-7b,0.387,0.188,0.199
EI-reg,Emobloom-7b,0.409,0.375,0.033999999999999975
EI-reg,Emobloom-7b,0.875,0.521,0.354
EI-reg,Emobloom-7b,0.806,0.688,0.1180000000000001
EI-reg,Emobloom-7b,0.548,0.646,-0.09799999999999998
EI-reg,Emobloom-7b,0.591,0.521,0.06999999999999995
EI-reg,Emobloom-7b,0.609,0.708,-0.09899999999999998
EI-reg,Emobloom-7b,0.47,0.562,-0.09200000000000008
EI-reg,Emobloom-7b,0.468,0.417,0.051000000000000045
EI-reg,Emobloom-7b,0.703,0.646,0.05699999999999994
EI-reg,Emobloom-7b,0.531,0.583,-0.051999999999999935
EI-reg,Emobloom-7b,0.578,0.688,-0.10999999999999999
EI-reg,Emobloom-7b,0.273,0.417,-0.14399999999999996
EI-reg,Emobloom-7b,0.547,0.583,-0.03599999999999992
EI-reg,Emobloom-7b,0.281,0.417,-0.13599999999999995
EI-reg,Emobloom-7b,0.875,0.688,0.18700000000000006
EI-reg,Emobloom-7b,0.688,0.583,0.10499999999999998
EI-reg,Emobloom-7b,0.591,0.562,0.028999999999999915
EI-reg,Emobloom-7b,0.609,0.333,0.27599999999999997
EI-reg,Emobloom-7b,0.344,0.271,0.07299999999999995
EI-reg,Emobloom-7b,0.182,0.271,-0.08900000000000002
EI-reg,Emobloom-7b,0.353,0.242,0.11099999999999999
EI-reg,Emobloom-7b,0.547,0.417,0.13000000000000006
EI-reg,Emobloom-7b,0.591,0.479,0.11199999999999999
EI-reg,Emobloom-7b,0.652,0.542,0.10999999999999999
EI-reg,Emobloom-7b,0.733,0.562,0.17099999999999993
EI-reg,Emobloom-7b,0.797,0.75,0.04700000000000004
EI-reg,Emobloom-7b,0.5,0.583,-0.08299999999999996
EI-reg,Emobloom-7b,0.328,0.417,-0.08899999999999997
EI-reg,Emobloom-7b,0.773,0.729,0.04400000000000004
EI-reg,Emobloom-7b,0.691,0.625,0.06599999999999995
EI-reg,Emobloom-7b,0.891,0.875,0.016000000000000014
EI-reg,Emobloom-7b,0.375,0.396,-0.02100000000000002
EI-reg,Emobloom-7b,0.424,0.375,0.04899999999999999
EI-reg,Emobloom-7b,0.339,0.396,-0.056999999999999995
EI-reg,Emobloom-7b,0.578,0.5,0.07799999999999996
EI-reg,Emobloom-7b,0.375,0.271,0.10399999999999998
EI-reg,Emobloom-7b,0.422,0.375,0.046999999999999986
EI-reg,Emobloom-7b,0.61,0.583,0.027000000000000024
EI-reg,Emobloom-7b,0.697,0.562,0.1349999999999999
EI-reg,Emobloom-7b,0.781,0.75,0.031000000000000028
EI-reg,Emobloom-7b,0.202,0.292,-0.08999999999999997
EI-reg,Emobloom-7b,0.373,0.375,-0.0020000000000000018
EI-reg,Emobloom-7b,0.485,0.521,-0.03600000000000003
EI-reg,Emobloom-7b,0.844,0.5,0.344
EI-reg,Emobloom-7b,0.516,0.458,0.057999999999999996
EI-reg,Emobloom-7b,0.453,0.458,-0.0050000000000000044
EI-reg,Emobloom-7b,0.578,0.583,-0.0050000000000000044
EI-reg,Emobloom-7b,0.344,0.417,-0.07300000000000001
EI-reg,Emobloom-7b,0.438,0.375,0.063
EI-reg,Emobloom-7b,0.828,0.729,0.09899999999999998
EI-reg,Emobloom-7b,0.344,0.292,0.05199999999999999
EI-reg,Emobloom-7b,0.697,0.479,0.21799999999999997
EI-reg,Emobloom-7b,0.781,0.646,0.135
EI-reg,Emobloom-7b,0.406,0.333,0.07300000000000001
EI-reg,Emobloom-7b,0.563,0.562,0.0009999999999998899
EI-reg,Emobloom-7b,0.813,0.688,0.125
EI-reg,Emobloom-7b,0.417,0.375,0.04199999999999998
EI-reg,Emobloom-7b,0.5,0.688,-0.18799999999999994
EI-reg,Emobloom-7b,0.545,0.479,0.06600000000000006
EI-reg,Emobloom-7b,0.75,0.5,0.25
EI-reg,Emobloom-7b,0.391,0.438,-0.046999999999999986
EI-reg,Emobloom-7b,0.219,0.271,-0.05200000000000002
EI-reg,Emobloom-7b,0.641,0.5,0.14100000000000001
EI-reg,Emobloom-7b,0.203,0.192,0.01100000000000001
EI-reg,Emobloom-7b,0.485,0.417,0.068
EI-reg,Emobloom-7b,0.328,0.271,0.056999999999999995
EI-reg,Emobloom-7b,0.438,0.375,0.063
EI-reg,Emobloom-7b,0.656,0.646,0.010000000000000009
